,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,22,-0.33,-0.503,0.279,0.38,-0.185,0.142,0.232,0.366,-0.928,-0.2,0.214,-0.069,-0.406,-0.433,0.092,0.193,-0.237,-0.24,-0.202,-0.199,0.404,0.091,-0.122,-0.232,-0.687,0.129,0.154,0.375,0.368,-0.19,0.26,-0.115,1.05,-0.324,0.194,0.965,0.397,0.399,-2.108,-1.088,-0.903,-1.012,0.456,-1.003,-0.604,-1.598,-1.756,
,23,-0.338,-0.497,0.238,0.368,-0.172,0.16,0.242,0.403,-0.973,-0.19,0.219,-0.079,-0.452,-0.46,0.077,0.202,-0.257,-0.212,-0.237,-0.22,0.42,0.142,-0.118,-0.251,-0.677,0.14,0.121,0.353,0.305,-0.158,0.292,-0.091,1.114,-0.313,0.181,0.998,0.438,0.425,-2.105,-1.102,-0.894,-1.006,0.438,-1.02,-0.63,-1.583,-1.712,
,24,-0.322,-0.553,0.207,0.409,-0.238,0.176,0.26,0.447,-1.039,-0.184,0.225,-0.096,-0.493,-0.458,0.065,0.191,-0.269,-0.174,-0.276,-0.252,0.45,0.191,-0.111,-0.272,-0.676,0.141,0.11,0.331,0.23,-0.122,0.331,-0.071,1.164,-0.291,0.157,1.016,0.464,0.446,-2.086,-1.12,-0.851,-0.985,0.411,-1.026,-0.654,-1.579,-1.646,
,25,-0.302,-0.579,0.175,0.425,-0.254,0.153,0.283,0.474,-1.083,-0.172,0.238,-0.097,-0.552,-0.431,0.066,0.178,-0.294,-0.147,-0.331,-0.276,0.485,0.248,-0.113,-0.237,-0.683,0.152,0.089,0.3,0.162,-0.087,0.349,-0.057,1.209,-0.253,0.145,1.037,0.487,0.452,-2.046,-1.14,-0.821,-0.967,0.392,-1.03,-0.671,-1.597,-1.621,
,26,-0.299,-0.629,0.172,0.41,-0.337,0.16,0.305,0.504,-1.107,-0.164,0.262,-0.1,-0.605,-0.41,0.104,0.154,-0.307,-0.134,-0.361,-0.298,0.511,0.29,-0.14,-0.224,-0.693,0.169,0.104,0.273,0.101,-0.034,0.371,-0.037,1.223,-0.206,0.11,1.061,0.509,0.458,-1.999,-1.13,-0.783,-0.957,0.362,-1.03,-0.695,-1.611,-1.627,
,27,-0.332,-0.691,0.162,0.454,-0.43,0.13,0.305,0.557,-1.098,-0.151,0.277,-0.109,-0.649,-0.401,0.106,0.124,-0.318,-0.129,-0.394,-0.316,0.537,0.3,-0.166,-0.175,-0.7,0.189,0.131,0.238,0.048,0.027,0.393,-0.015,1.237,-0.174,0.053,1.078,0.529,0.448,-1.975,-1.105,-0.741,-0.95,0.333,-1.017,-0.701,-1.643,-1.618,
,28,-0.32,-0.671,0.153,0.509,-0.485,0.097,0.325,0.597,-1.115,-0.146,0.303,-0.101,-0.686,-0.363,0.108,0.121,-0.35,-0.137,-0.444,-0.327,0.566,0.266,-0.196,-0.117,-0.69,0.207,0.149,0.2,-0.021,0.073,0.437,-0.012,1.237,-0.129,0.028,1.097,0.548,0.428,-1.973,-1.066,-0.709,-0.923,0.3,-0.999,-0.7,-1.676,-1.616,
,29,-0.349,-0.67,0.159,0.541,-0.54,0.111,0.276,0.631,-1.134,-0.154,0.337,-0.117,-0.716,-0.31,0.087,0.118,-0.378,-0.15,-0.485,-0.318,0.555,0.24,-0.221,-0.064,-0.65,0.231,0.14,0.175,-0.069,0.121,0.49,-0.007,1.253,-0.066,0.006,1.119,0.573,0.399,-2,-1.017,-0.68,-0.903,0.291,-0.992,-0.702,-1.709,-1.608,
,30,-0.39,-0.672,0.119,0.586,-0.636,0.117,0.252,0.643,-1.112,-0.167,0.369,-0.162,-0.736,-0.292,0.065,0.108,-0.401,-0.172,-0.51,-0.304,0.546,0.222,-0.245,-0.046,-0.575,0.257,0.126,0.16,-0.111,0.18,0.544,0.015,1.272,-0.01,-0.028,1.149,0.601,0.381,-2.029,-0.976,-0.659,-0.883,0.278,-0.98,-0.716,-1.744,-1.572,
December,1,-0.368,-0.646,0.094,0.613,-0.704,0.15,0.238,0.679,-1.125,-0.186,0.392,-0.193,-0.746,-0.281,0.04,0.112,-0.435,-0.193,-0.546,-0.297,0.539,0.206,-0.265,-0.008,-0.499,0.296,0.092,0.128,-0.148,0.239,0.613,0.024,1.268,0.051,-0.052,1.154,0.635,0.375,-2.053,-0.968,-0.64,-0.86,0.286,-0.963,-0.728,-1.818,-1.511,
,2,-0.354,-0.62,0.092,0.649,-0.844,0.189,0.204,0.684,-1.148,-0.184,0.422,-0.219,-0.751,-0.254,0.037,0.094,-0.465,-0.208,-0.561,-0.283,0.55,0.214,-0.295,0.008,-0.422,0.313,0.053,0.109,-0.162,0.305,0.67,0.029,1.28,0.134,-0.039,1.167,0.673,0.388,-2.065,-0.956,-0.613,-0.827,0.323,-0.941,-0.751,-1.913,-1.448,
,3,-0.295,-0.616,0.069,0.66,-0.968,0.159,0.163,0.687,-1.118,-0.093,0.449,-0.259,-0.747,-0.216,0.027,0.035,-0.509,-0.216,-0.539,-0.273,0.51,0.264,-0.314,0.014,-0.349,0.313,0.03,0.076,-0.183,0.367,0.714,0.03,1.276,0.22,-0.052,1.167,0.726,0.375,-2.079,-0.955,-0.586,-0.821,0.37,-0.947,-0.782,-2.017,-1.401,
,4,-0.244,-0.615,0.07,0.683,-1.078,0.164,0.152,0.669,-1.097,0.007,0.467,-0.279,-0.74,-0.211,0.033,-0.041,-0.536,-0.228,-0.502,-0.258,0.468,0.303,-0.332,0.016,-0.284,0.282,0.041,0.03,-0.216,0.451,0.752,0.045,1.249,0.308,-0.078,1.176,0.791,0.381,-2.093,-0.962,-0.568,-0.816,0.394,-0.972,-0.814,-2.123,-1.365,
,5,-0.178,-0.581,0.089,0.702,-1.199,0.104,0.132,0.675,-1.018,0.116,0.493,-0.268,-0.732,-0.197,0.028,-0.123,-0.563,-0.202,-0.49,-0.221,0.416,0.318,-0.343,0.005,-0.232,0.244,0.074,-0.053,-0.252,0.516,0.794,0.052,1.239,0.41,-0.083,1.189,0.861,0.386,-2.113,-0.941,-0.545,-0.806,0.428,-0.973,-0.836,-2.209,-1.336,
,6,-0.099,-0.593,0.04,0.724,-1.257,0.052,0.099,0.756,-0.947,,0.526,-0.28,-0.722,-0.163,0.036,-0.214,-0.605,-0.162,-0.49,-0.168,0.368,0.353,-0.358,-0.017,-0.155,0.175,0.108,-0.126,-0.307,0.598,0.824,0.069,1.28,0.517,-0.072,1.216,0.932,0.367,-2.128,-0.891,-0.537,-0.818,0.471,-0.991,-0.861,-2.26,-1.307,
,7,-0.067,-0.598,0.024,0.714,-1.317,0.008,0.095,0.794,-0.968,,0.568,-0.309,-0.696,-0.128,0.039,-0.277,-0.651,-0.106,-0.456,-0.115,0.282,0.396,-0.372,-0.053,-0.073,0.128,0.157,-0.199,-0.384,0.702,0.856,0.078,1.285,0.611,-0.068,1.231,1.012,0.345,-2.149,-0.875,-0.542,-0.839,0.482,-1.03,-0.881,-2.279,-1.275,
,8,-0.023,-0.666,-0.038,0.719,-1.343,-0.047,0.091,0.851,-0.932,,0.603,-0.348,-0.69,-0.133,0.052,-0.312,-0.675,-0.071,-0.454,-0.074,0.247,0.407,-0.39,-0.068,0.003,0.082,0.196,-0.287,-0.457,0.8,0.874,0.08,1.276,0.681,-0.077,1.262,1.062,0.319,-2.181,-0.873,-0.545,-0.873,0.461,-1.04,-0.895,-2.307,-1.27,
,9,-0.034,-0.693,-0.094,0.715,-1.368,-0.04,0.093,0.958,-1.092,,0.648,-0.381,-0.672,-0.145,0.072,-0.324,-0.693,-0.008,-0.466,-0.025,0.248,0.438,-0.407,-0.09,0.095,0.061,0.214,-0.383,-0.536,0.879,0.897,0.073,1.246,0.768,-0.05,1.289,1.124,0.289,-2.183,-0.88,-0.574,-0.902,0.468,-1.008,-0.906,-2.313,-1.276,
,10,-0.032,-0.783,-0.112,0.699,-1.332,-0.056,0.089,0.98,-1.212,,0.705,-0.421,-0.636,-0.16,0.106,-0.31,-0.703,0.058,-0.482,0.024,0.25,0.484,-0.444,-0.131,0.164,0.034,0.215,-0.477,-0.614,0.984,0.917,0.067,1.2,0.816,-0.03,1.29,1.167,0.25,-2.193,-0.924,-0.63,-0.968,0.459,-1.019,-0.942,-2.316,-1.275,
,11,-0.006,-0.872,-0.145,0.741,-1.318,-0.034,0.012,1.004,-1.199,,0.764,-0.466,-0.616,-0.175,0.111,-0.32,-0.687,0.114,-0.508,0.078,0.241,0.509,-0.488,-0.158,0.21,0.03,0.209,-0.59,-0.686,1.089,0.948,0.074,1.118,0.849,-0.022,1.28,1.193,0.212,-2.249,-0.984,-0.698,-1.021,0.425,-1.012,-1.012,-2.314,-1.29,
,12,0.001,-0.927,-0.165,0.771,-1.307,-0.003,-0.019,1.054,-1.287,,0.817,-0.496,-0.616,-0.207,0.115,-0.336,-0.65,0.126,-0.561,0.112,0.246,0.521,-0.523,-0.152,0.255,0.039,0.185,-0.711,-0.731,1.191,0.981,0.104,1.07,0.891,-0.007,1.27,1.232,0.16,-2.32,-1.014,-0.781,-1.076,0.405,-0.996,-1.106,-2.308,-1.286,
,13,-0.005,-1.001,-0.179,0.837,-1.275,-0.003,-0.021,1.087,-1.247,,0.85,-0.536,-0.609,-0.229,0.095,-0.371,-0.635,0.139,-0.626,0.133,0.244,0.529,-0.578,-0.17,0.289,0.057,0.125,-0.816,-0.769,1.284,1.029,0.124,1.057,0.933,0.001,1.245,1.284,0.078,-2.39,-1.045,-0.885,-1.141,0.4,-0.993,-1.232,-2.285,-1.264,
,14,0.023,-1.051,-0.2,0.905,-1.332,0.012,-0.075,1.15,-1.161,,0.87,-0.606,-0.616,-0.22,0.041,-0.402,-0.613,0.153,-0.715,0.158,0.221,0.543,-0.635,-0.183,0.325,0.08,0.064,-0.925,-0.776,1.387,1.083,0.166,1.09,0.965,-0.014,1.241,1.353,-0.01,-2.478,-1.064,-0.96,-1.208,0.385,-1.014,-1.37,-2.236,-1.242,
,15,0.001,-1.088,-0.218,0.862,-1.36,-0.016,-0.038,1.221,-1.097,,0.857,-0.699,-0.646,-0.206,-0.031,-0.442,-0.571,0.152,-0.799,0.191,0.215,0.533,-0.679,-0.184,0.383,0.1,-0.003,-0.992,-0.765,1.487,1.153,0.239,1.124,1.006,-0.035,1.278,1.426,-0.072,-2.532,-1.072,-1.017,-1.231,0.375,-1.018,-1.481,-2.176,-1.21,
,16,-0.016,-1.169,-0.228,0.887,-1.387,-0.024,0.02,1.26,-1.053,,0.841,-0.789,-0.68,-0.198,-0.086,-0.459,-0.527,0.133,-0.866,0.216,0.201,0.507,-0.705,-0.189,0.437,0.108,-0.096,-1.012,-0.753,1.579,1.205,0.291,1.149,1.054,-0.038,1.34,1.505,-0.108,-2.545,-1.063,-1.069,-1.242,0.364,-1.019,-1.563,-2.105,-1.171,
,17,0.001,-1.223,-0.225,0.782,-1.424,-0.031,0.028,1.326,-1.008,,0.829,-0.87,-0.676,-0.166,-0.134,-0.493,-0.486,0.16,-0.919,0.251,0.194,0.471,-0.715,-0.186,0.494,0.099,-0.201,-0.993,-0.747,1.679,1.252,0.325,1.15,1.115,-0.033,1.431,1.566,-0.109,-2.505,-1.071,-1.102,-1.222,0.351,-1,-1.601,-2.007,-1.124,
,18,0.018,-1.358,-0.236,0.697,-1.39,-0.037,0.061,1.224,-0.921,,0.833,-0.925,-0.659,-0.174,-0.178,-0.517,-0.407,0.206,-0.963,0.277,0.152,0.433,-0.701,-0.198,0.555,0.097,-0.293,-0.961,-0.743,1.793,1.285,0.357,1.102,1.168,-0.019,1.531,1.605,-0.052,-2.436,-1.066,-1.169,-1.179,0.32,-1.017,-1.624,-1.903,-1.07,
,19,0.039,-1.465,-0.237,0.585,-1.366,-0.069,0.071,1.194,-0.84,,0.838,-0.936,-0.625,-0.227,-0.195,-0.542,-0.331,0.231,-0.972,0.264,0.111,0.389,-0.667,-0.174,0.612,0.092,-0.402,-0.91,-0.756,1.91,1.306,0.377,1.039,1.197,-0.007,1.623,1.624,0.039,-2.359,-1.057,-1.261,-1.124,0.287,-1.035,-1.636,-1.804,-0.989,
,20,0.072,-1.486,-0.184,0.479,-1.334,-0.076,0.078,1.092,-0.785,,0.858,-0.924,-0.57,-0.242,-0.196,-0.591,-0.259,0.23,-0.939,0.197,0.071,0.317,-0.615,-0.138,0.657,0.098,-0.505,-0.855,-0.765,2.016,1.329,0.395,0.98,1.194,0.02,1.691,1.652,0.133,-2.295,-1.016,-1.331,-1.075,0.255,-1.065,-1.682,-1.704,-0.918,
,21,0.109,-1.578,-0.168,0.379,-1.297,-0.055,0.068,0.953,-0.668,,0.861,-0.905,-0.49,-0.262,-0.211,-0.653,-0.183,0.252,-0.916,0.12,0.043,0.25,-0.582,-0.09,0.688,0.107,-0.577,-0.838,-0.757,2.103,1.331,0.43,0.897,1.15,0.046,1.746,1.696,0.231,-2.211,-0.991,-1.419,-1.041,0.21,-1.127,-1.726,-1.589,-0.861,
,22,0.12,-1.572,-0.217,0.256,-1.266,-0.085,0.055,0.942,-0.569,,0.884,-0.871,-0.421,-0.305,-0.248,-0.692,-0.123,0.265,-0.889,0.027,0.033,0.209,-0.548,-0.064,0.694,0.117,-0.607,-0.863,-0.724,2.159,1.328,0.476,0.822,1.069,0.063,1.77,1.715,0.312,-2.15,-0.964,-1.546,-1.038,0.172,-1.241,-1.786,-1.482,-0.81,
,23,0.064,-1.563,-0.215,0.22,-1.255,-0.091,0.035,0.885,-0.493,,0.867,-0.827,-0.358,-0.302,-0.272,-0.742,-0.08,0.251,-0.85,-0.048,0.04,0.17,-0.534,-0.035,0.688,0.139,-0.605,-0.918,-0.683,2.19,1.332,0.522,0.768,0.992,0.069,1.763,1.734,0.391,-2.112,-0.949,-1.63,-1.048,0.125,-1.334,-1.844,-1.393,-0.766,
,24,0.041,-1.614,-0.296,0.134,-1.195,-0.085,-0.006,0.876,-0.415,,0.835,-0.788,-0.303,-0.265,-0.3,-0.794,-0.042,0.258,-0.835,-0.11,0.032,0.129,-0.529,-0.02,0.668,0.176,-0.577,-0.98,-0.627,2.191,1.327,0.566,0.692,0.89,0.066,1.709,1.748,0.438,-2.078,-0.932,-1.722,-1.071,0.076,-1.438,-1.935,-1.304,-0.715,
,25,0.027,-1.659,-0.408,0.101,-1.161,-0.095,0.035,0.868,-0.394,,0.798,-0.74,-0.249,-0.269,-0.346,-0.823,-0.031,0.315,-0.852,-0.162,0.008,0.127,-0.532,-0.002,0.642,0.193,-0.531,-1.028,-0.581,2.194,1.315,0.587,0.6,0.815,0.048,1.654,1.765,0.485,-2.039,-0.933,-1.83,-1.095,0.015,-1.516,-2.002,-1.229,-0.662,
,26,-0.043,-1.626,-0.456,0.071,-1.102,-0.128,0.037,0.826,-0.365,,0.748,-0.659,-0.195,-0.269,-0.403,-0.813,0,0.359,-0.861,-0.251,-0.026,0.141,-0.514,0.011,0.632,0.216,-0.49,-1.064,-0.54,2.189,1.322,0.592,0.532,0.738,0.003,1.594,1.776,0.497,-2.013,-0.919,-1.901,-1.1,-0.059,-1.556,-2.091,-1.153,-0.593,
,27,-0.045,-1.646,-0.514,0.064,-1.04,-0.108,0.056,0.791,-0.318,,0.64,-0.607,-0.145,-0.253,-0.457,-0.804,0.019,0.409,-0.89,-0.34,-0.078,0.157,-0.499,0.014,0.627,0.226,-0.46,-1.074,-0.5,2.178,1.316,0.594,0.47,0.673,-0.027,1.554,1.828,0.49,-1.97,-0.888,-1.938,-1.071,-0.185,-1.523,-2.17,-1.083,-0.531,
,28,-0.031,-1.55,-0.535,0.036,-0.974,-0.097,0.1,0.818,-0.293,,0.531,-0.563,-0.09,-0.234,-0.527,-0.763,0.045,0.492,-0.937,-0.445,-0.127,0.163,-0.472,0.014,0.616,0.212,-0.432,-1.06,-0.473,2.147,1.301,0.611,0.393,0.604,-0.042,1.531,1.905,0.458,-1.904,-0.842,-1.961,-1.027,-0.291,-1.481,-2.238,-1.021,-0.457,
,29,-0.009,-1.46,-0.566,0.078,-0.915,-0.053,0.118,0.806,-0.285,,0.412,-0.516,-0.043,-0.225,-0.613,-0.704,0.067,0.578,-0.964,-0.552,-0.164,0.159,-0.453,0.031,0.608,0.201,-0.39,-1.026,-0.432,2.124,1.231,0.624,0.307,0.558,-0.042,1.537,1.978,0.406,-1.827,-0.8,-1.943,-0.968,-0.375,-1.408,-2.294,-0.996,-0.386,
,30,-0.013,-1.384,-0.619,0.1,-0.827,-0.022,0.119,0.796,-0.252,,0.294,-0.45,-0.013,-0.219,-0.683,-0.621,0.125,0.617,-0.973,-0.656,-0.21,0.15,-0.429,0.03,0.596,0.21,-0.351,-0.978,-0.413,2.113,1.141,0.602,0.206,0.531,-0.044,1.532,2.065,0.318,-1.744,-0.763,-1.896,-0.888,-0.432,-1.368,-2.335,-0.972,-0.309,
,31,0.03,-1.302,-0.656,0.12,-0.752,-0.003,0.081,0.818,-0.206,,0.197,-0.407,0.013,-0.234,-0.731,-0.529,0.176,0.652,-0.956,-0.715,-0.262,0.114,-0.407,0.034,0.575,0.224,-0.298,-0.914,-0.382,2.09,1.041,0.567,0.107,0.532,-0.008,1.537,2.156,0.23,-1.661,-0.712,-1.84,-0.833,-0.466,-1.345,-2.345,-0.978,-0.239,